TransactionID,ProductID,CustomerID,Date,Quantity,UnitPrice,StoreID
T101139,P0070,C0356,2025-04-22,3,947,S02
T101140,P0098,C0181,2025-05-02,5,782,S08
T101141,P0075,C0293,2025-04-26,4,582,S09
T101142,P0037,C0450,2025-03-30,4,975,S01
T101143,P0067,C0055,2025-01-15,1,305,S07
T101144,P0019,C0028,2025-04-17,1,1281,S04
T101145,P0035,C0385,2025-05-09,2,349,S05
T101146,P0088,C0129,2025-06-29,2,1144,S01
T101147,P0089,C0402,2025-04-04,3,939,S04
T101148,P0097,C0278,2025-03-05,1,938,S06
T101149,P0058,C0053,2025-05-12,5,1052,S09
T101150,P0029,C0381,2025-06-24,5,323,S07
T101151,P0031,C0262,2025-05-26,3,1090,S01
T101152,P0049,C0199,2025-03-14,4,614,S06
T101153,P0071,C0028,2025-02-13,1,1040,S05
T101154,P0026,C0318,2025-05-03,4,1235,S04
T101155,P0082,C0361,2025-02-13,3,697,S10
T101156,P0070,C0379,2025-05-14,5,947,S04
T101157,P0100,C0372,2025-05-18,2,1217,S05
T101158,P0058,C0091,2025-04-01,1,1052,S03
T101159,P0023,C0377,2025-04-11,5,322,S02
T101160,P0049,C0021,2025-07-07,4,614,S05
T101161,P0072,C0136,2025-02-03,2,381,S03
T101162,P0075,C0434,2025-07-06,3,582,S01
T101163,P0043,C0239,2025-04-16,2,716,S01
T101164,P0020,C0476,2025-04-22,3,1310,S10
T101165,P0007,C0397,2025-03-27,5,563,S05
T101166,P0063,C0405,2025-02-06,5,735,S09
T101167,P0046,C0038,2025-02-01,3,882,S09
T101168,P0029,C0490,2025-07-04,2,323,S09
T101169,P0009,C0403,2025-06-26,5,915,S03
T101170,P0054,C0279,2025-05-13,5,1115,S07
T101171,P0012,C0179,2025-04-16,2,623,S04
T101172,P0085,C0170,2025-06-18,3,696,S06
T101173,P0038,C0112,2025-07-01,5,1234,S09
T101174,P0061,C0288,2025-05-27,1,716,S02
T101175,P0086,C0178,2025-05-09,4,979,S04
T101176,P0083,C0315,2025-03-12,5,1127,S04
T101177,P0006,C0350,2025-01-12,3,793,S07
T101178,P0015,C0198,2025-02-15,3,1074,S09
T101179,P0093,C0145,2025-02-13,1,534,S09
T101180,P0099,C0192,2025-04-29,5,839,S09
T101181,P0058,C0250,2025-06-19,1,1052,S05
T101182,P0084,C0099,2025-02-08,3,847,S09
T101183,P0011,C0486,2025-06-15,1,1201,S03
T101184,P0099,C0276,2025-04-18,5,839,S01
T101185,P0081,C0034,2025-06-25,2,856,S04
T101186,P0088,C0218,2025-04-08,1,1144,S04
T101187,P0069,C0425,2025-06-09,4,984,S02
T101188,P0096,C0352,2025-03-20,2,368,S01
T101189,P0059,C0368,2025-04-04,3,626,S01
T101190,P0012,C0038,2025-02-08,1,623,S03
T101191,P0033,C0286,2025-03-30,1,613,S10
T101192,P0030,C0467,2025-06-12,3,500,S07
T101193,P0050,C0231,2025-05-13,4,1276,S07
T101194,P0041,C0009,2025-04-22,4,266,S02
T101195,P0069,C0004,2025-06-03,5,984,S02
T101196,P0097,C0382,2025-02-08,5,938,S01
T101197,P0090,C0435,2025-05-24,1,1275,S06
T101198,P0065,C0055,2025-01-17,3,1005,S05
T101199,P0078,C0045,2025-04-24,3,896,S08
T101200,P0049,C0203,2025-04-27,1,614,S08
T101201,P0021,C0274,2025-03-26,2,1251,S03
T101202,P0096,C0201,2025-07-02,5,368,S05
T101203,P0082,C0074,2025-05-23,3,697,S06
T101204,P0002,C0284,2025-06-21,5,736,S03
T101205,P0016,C0022,2025-04-16,1,809,S10
T101206,P0077,C0202,2025-05-29,5,1210,S09
T101207,P0011,C0157,2025-01-31,2,1201,S06
T101208,P0028,C0212,2025-04-09,5,1015,S03
T101209,P0021,C0095,2025-03-03,2,1251,S10
T101210,P0033,C0100,2025-05-25,1,613,S03
T101211,P0086,C0410,2025-04-16,5,979,S01
T101212,P0097,C0478,2025-04-18,5,938,S08
T101213,P0083,C0282,2025-02-25,1,1127,S05
T101214,P0086,C0035,2025-05-29,3,979,S02
T101215,P0026,C0372,2025-06-28,5,1235,S08
T101216,P0043,C0183,2025-07-08,2,716,S04
T101217,P0013,C0146,2025-06-24,5,963,S02
T101218,P0025,C0163,2025-03-23,4,1059,S08
T101219,P0043,C0316,2025-04-21,3,716,S10
T101220,P0020,C0290,2025-03-16,5,1310,S06
T101221,P0041,C0491,2025-02-11,4,266,S03
T101222,P0001,C0161,2025-04-11,2,401,S04
T101223,P0092,C0379,2025-03-19,4,1212,S05
T101224,P0047,C0069,2025-06-10,3,511,S08
T101225,P0060,C0229,2025-06-07,3,810,S05
T101226,P0063,C0283,2025-05-17,1,735,S03
T101227,P0083,C0311,2025-02-06,1,1127,S05
T101228,P0018,C0457,2025-06-24,5,673,S04
T101229,P0034,C0376,2025-01-13,1,790,S02
T101230,P0003,C0435,2025-02-12,5,500,S01
T101231,P0075,C0297,2025-01-16,4,582,S10
T101232,P0028,C0465,2025-05-25,1,1015,S09
T101233,P0034,C0279,2025-05-26,5,790,S08
T101234,P0084,C0397,2025-06-10,2,847,S06
T101235,P0051,C0115,2025-02-18,5,237,S05
T101236,P0018,C0238,2025-01-23,5,673,S09
T101237,P0012,C0204,2025-03-17,3,623,S09
T101238,P0002,C0340,2025-06-14,2,736,S10
T101239,P0088,C0085,2025-02-16,5,1144,S03
T101240,P0058,C0082,2025-05-17,2,1052,S10
T101241,P0073,C0338,2025-05-16,2,1115,S08
T101242,P0046,C0021,2025-04-03,2,882,S08
T101243,P0030,C0033,2025-06-05,3,500,S06
T101244,P0030,C0022,2025-02-05,2,500,S09
T101245,P0047,C0199,2025-06-29,4,511,S08
T101246,P0006,C0021,2025-02-15,3,793,S02
T101247,P0091,C0496,2025-06-12,5,1045,S05
T101248,P0095,C0135,2025-01-30,5,656,S09
T101249,P0073,C0090,2025-06-25,4,1115,S07
T101250,P0047,C0301,2025-02-24,1,511,S09
T101251,P0033,C0193,2025-06-18,2,613,S09
T101252,P0052,C0181,2025-04-22,3,879,S08
T101253,P0062,C0455,2025-06-14,5,735,S01
T101254,P0065,C0452,2025-07-01,2,1005,S08
T101255,P0022,C0118,2025-04-08,1,882,S09
T101256,P0083,C0144,2025-02-17,2,1127,S03
T101257,P0024,C0081,2025-06-25,3,572,S10
T101258,P0092,C0419,2025-01-27,1,1212,S04
T101259,P0054,C0416,2025-05-16,3,1115,S02
T101260,P0062,C0346,2025-04-09,4,735,S08
T101261,P0027,C0303,2025-05-09,2,778,S07
T101262,P0003,C0125,2025-04-02,1,500,S03
T101263,P0074,C0304,2025-04-12,2,1372,S03
T101264,P0081,C0263,2025-06-04,1,856,S10
T101265,P0019,C0029,2025-01-21,2,1281,S05
T101266,P0024,C0265,2025-07-07,4,572,S10
T101267,P0073,C0327,2025-06-05,1,1115,S05
T101268,P0011,C0111,2025-05-07,4,1201,S10
T101269,P0061,C0445,2025-03-29,4,716,S03
T101270,P0029,C0426,2025-03-29,4,323,S10
T101271,P0019,C0407,2025-02-19,5,1281,S03
T101272,P0080,C0338,2025-07-02,5,683,S05
T101273,P0022,C0371,2025-07-08,3,882,S08
T101274,P0077,C0303,2025-02-15,1,1210,S04
T101275,P0049,C0198,2025-04-06,2,614,S02
T101276,P0003,C0104,2025-02-17,5,500,S09
T101277,P0088,C0215,2025-04-10,2,1144,S10
T101278,P0013,C0091,2025-04-22,4,963,S10
T101279,P0077,C0020,2025-05-30,5,1210,S09
T101280,P0097,C0061,2025-04-15,1,938,S08
T101281,P0085,C0067,2025-04-04,5,696,S09
T101282,P0001,C0460,2025-03-03,4,401,S09
T101283,P0054,C0190,2025-03-21,1,1115,S09
T101284,P0055,C0118,2025-06-25,4,732,S07
T101285,P0045,C0302,2025-07-07,5,772,S02
T101286,P0055,C0069,2025-04-22,3,732,S08
T101287,P0099,C0120,2025-04-27,1,839,S05
T101288,P0077,C0449,2025-04-29,5,1210,S07
T101289,P0033,C0097,2025-01-23,1,613,S01
T101290,P0074,C0268,2025-02-05,1,1372,S09
T101291,P0001,C0193,2025-03-16,2,401,S06
T101292,P0053,C0186,2025-01-16,1,982,S03
T101293,P0055,C0334,2025-04-04,5,732,S05
T101294,P0034,C0438,2025-05-03,5,790,S07
T101295,P0073,C0188,2025-04-22,5,1115,S05
T101296,P0088,C0204,2025-03-04,2,1144,S07
T101297,P0071,C0402,2025-04-13,5,1040,S08
T101298,P0023,C0190,2025-07-09,5,322,S09
T101299,P0062,C0130,2025-01-22,3,735,S10
T101300,P0045,C0397,2025-04-21,4,772,S03
T101301,P0085,C0061,2025-04-01,2,696,S08
T101302,P0090,C0487,2025-05-31,2,1275,S02
T101303,P0028,C0261,2025-05-22,4,1015,S06
T101304,P0071,C0315,2025-03-11,1,1040,S03
T101305,P0050,C0494,2025-05-26,1,1276,S02
T101306,P0019,C0242,2025-05-20,5,1281,S07
T101307,P0012,C0033,2025-03-09,3,623,S04
T101308,P0048,C0041,2025-02-06,5,628,S01
T101309,P0093,C0197,2025-03-13,4,534,S10
T101310,P0084,C0267,2025-04-30,3,847,S10
T101311,P0008,C0485,2025-01-13,2,778,S08
T101312,P0057,C0006,2025-03-29,2,596,S09
T101313,P0037,C0100,2025-01-28,1,975,S10
T101314,P0066,C0265,2025-06-12,2,665,S10
T101315,P0022,C0346,2025-06-10,1,882,S06
T101316,P0031,C0336,2025-05-08,1,1090,S03
T101317,P0012,C0142,2025-03-05,4,623,S06
T101318,P0086,C0203,2025-01-22,4,979,S10
T101319,P0026,C0266,2025-03-16,1,1235,S02
T101320,P0012,C0282,2025-05-06,3,623,S09
T101321,P0075,C0179,2025-05-04,3,582,S05
T101322,P0029,C0311,2025-02-11,2,323,S08
T101323,P0052,C0295,2025-05-06,1,879,S05
T101324,P0023,C0209,2025-06-18,5,322,S02
T101325,P0072,C0038,2025-05-02,5,381,S05
T101326,P0044,C0485,2025-01-27,1,1062,S09
T101327,P0033,C0449,2025-03-19,5,613,S10
T101328,P0033,C0356,2025-06-05,4,613,S07
T101329,P0073,C0248,2025-04-11,2,1115,S06
T101330,P0100,C0235,2025-01-17,4,1217,S10
T101331,P0004,C0247,2025-01-12,1,1294,S05
T101332,P0009,C0196,2025-04-09,2,915,S04
T101333,P0041,C0212,2025-04-07,3,266,S09
T101334,P0069,C0005,2025-06-09,3,984,S04
T101335,P0037,C0048,2025-06-24,4,975,S06
T101336,P0010,C0284,2025-04-10,2,846,S08
T101337,P0041,C0182,2025-04-18,2,266,S10
T101338,P0035,C0094,2025-03-15,2,349,S08
T101339,P0095,C0103,2025-03-13,2,656,S04
T101340,P0034,C0106,2025-03-14,2,790,S04
T101341,P0032,C0429,2025-06-03,5,302,S06
T101342,P0020,C0399,2025-03-23,1,1310,S02
T101343,P0011,C0347,2025-02-02,4,1201,S10
T101344,P0001,C0392,2025-05-17,5,401,S01
T101345,P0062,C0191,2025-05-09,5,735,S06
T101346,P0064,C0460,2025-04-27,5,920,S05
T101347,P0063,C0094,2025-04-09,5,735,S05
T101348,P0051,C0114,2025-01-20,5,237,S03
T101349,P0007,C0270,2025-07-09,4,563,S08
T101350,P0070,C0017,2025-03-14,5,947,S06
T101351,P0051,C0441,2025-04-19,2,237,S08
T101352,P0016,C0358,2025-06-15,5,809,S08
T101353,P0041,C0353,2025-06-14,1,266,S01
T101354,P0087,C0108,2025-03-30,4,1149,S10
T101355,P0013,C0167,2025-03-10,3,963,S10
T101356,P0034,C0096,2025-03-01,5,790,S05
T101357,P0031,C0138,2025-04-09,4,1090,S10
T101358,P0044,C0188,2025-04-29,2,1062,S08
T101359,P0055,C0108,2025-05-17,4,732,S06
T101360,P0047,C0438,2025-03-15,4,511,S05
T101361,P0058,C0093,2025-06-08,5,1052,S03
T101362,P0074,C0352,2025-07-01,2,1372,S02
T101363,P0093,C0139,2025-06-28,2,534,S09
T101364,P0056,C0439,2025-02-09,4,474,S04
T101365,P0019,C0410,2025-04-21,2,1281,S08
T101366,P0002,C0091,2025-03-19,4,736,S08
T101367,P0018,C0458,2025-06-16,5,673,S09
T101368,P0093,C0162,2025-04-22,4,534,S05
T101369,P0033,C0288,2025-04-26,5,613,S01
T101370,P0051,C0051,2025-07-09,2,237,S01
T101371,P0028,C0417,2025-02-19,3,1015,S08
T101372,P0081,C0050,2025-01-16,4,856,S06
T101373,P0034,C0185,2025-04-02,3,790,S09
T101374,P0072,C0478,2025-01-12,3,381,S06
T101375,P0003,C0211,2025-04-21,1,500,S06
T101376,P0087,C0494,2025-06-01,5,1149,S04
T101377,P0074,C0295,2025-05-09,5,1372,S03
T101378,P0100,C0146,2025-03-05,3,1217,S06
T101379,P0087,C0262,2025-06-23,4,1149,S08
T101380,P0011,C0196,2025-04-19,5,1201,S05
T101381,P0060,C0324,2025-03-26,2,810,S03
T101382,P0082,C0414,2025-06-04,3,697,S07
T101383,P0081,C0314,2025-04-30,5,856,S07
T101384,P0010,C0041,2025-07-07,2,846,S06
T101385,P0030,C0161,2025-01-26,3,500,S05
T101386,P0091,C0137,2025-02-23,5,1045,S07
T101387,P0035,C0455,2025-05-25,4,349,S06
T101388,P0096,C0301,2025-05-22,5,368,S08
T101389,P0053,C0086,2025-02-15,2,982,S01
T101390,P0017,C0373,2025-01-20,2,463,S05
T101391,P0096,C0359,2025-01-12,1,368,S04
T101392,P0022,C0204,2025-01-19,1,882,S02
T101393,P0009,C0480,2025-04-10,4,915,S09
T101394,P0007,C0014,2025-02-13,4,563,S09
T101395,P0098,C0043,2025-05-20,1,782,S05
T101396,P0080,C0080,2025-06-02,1,683,S07
T101397,P0040,C0118,2025-03-28,2,725,S05
T101398,P0057,C0321,2025-02-18,2,596,S03
T101399,P0068,C0430,2025-01-26,2,992,S01
T101400,P0005,C0340,2025-03-16,3,711,S06
T101401,P0061,C0240,2025-03-24,5,716,S05
T101402,P0071,C0228,2025-05-15,2,1040,S09
T101403,P0023,C0303,2025-04-02,5,322,S08
T101404,P0081,C0384,2025-06-19,5,856,S07
T101405,P0068,C0328,2025-01-31,5,992,S05
T101406,P0045,C0247,2025-04-20,5,772,S04
T101407,P0012,C0227,2025-05-19,3,623,S06
T101408,P0053,C0134,2025-03-04,2,982,S05
T101409,P0002,C0001,2025-06-27,5,736,S03
T101410,P0045,C0147,2025-05-20,4,772,S09
T101411,P0002,C0353,2025-05-25,4,736,S08
T101412,P0039,C0005,2025-03-10,4,996,S05
T101413,P0077,C0119,2025-04-13,1,1210,S09
T101414,P0048,C0097,2025-03-19,4,628,S09
T101415,P0056,C0203,2025-05-31,2,474,S03
T101416,P0092,C0378,2025-01-17,4,1212,S07
T101417,P0029,C0135,2025-06-27,1,323,S07
T101418,P0081,C0123,2025-07-10,5,856,S10
T101419,P0089,C0351,2025-06-13,3,939,S05
T101420,P0084,C0381,2025-05-05,5,847,S05
T101421,P0053,C0097,2025-05-29,1,982,S03
T101422,P0018,C0149,2025-05-16,1,673,S08
T101423,P0080,C0232,2025-05-17,3,683,S10
T101424,P0063,C0097,2025-03-06,3,735,S01
T101425,P0020,C0026,2025-06-26,5,1310,S01
T101426,P0024,C0498,2025-03-06,1,572,S05
T101427,P0035,C0065,2025-06-04,4,349,S01
T101428,P0030,C0047,2025-04-20,2,500,S01
T101429,P0064,C0112,2025-02-08,3,920,S07
T101430,P0040,C0403,2025-02-19,4,725,S06
T101431,P0060,C0357,2025-06-24,1,810,S06
T101432,P0011,C0432,2025-02-06,2,1201,S01
T101433,P0035,C0398,2025-06-30,4,349,S02
T101434,P0070,C0241,2025-03-06,2,947,S04
T101435,P0033,C0419,2025-01-30,4,613,S01
T101436,P0016,C0499,2025-04-11,2,809,S07
T101437,P0099,C0500,2025-03-22,4,839,S04
T101438,P0095,C0018,2025-04-15,2,656,S08
T101439,P0095,C0395,2025-03-28,1,656,S09
T101440,P0086,C0107,2025-02-22,4,979,S07
T101441,P0088,C0493,2025-02-21,3,1144,S06
T101442,P0021,C0323,2025-03-22,1,1251,S09
T101443,P0067,C0063,2025-04-19,3,305,S08
T101444,P0082,C0153,2025-05-06,2,697,S06
T101445,P0007,C0443,2025-06-06,2,563,S02
T101446,P0031,C0325,2025-06-01,4,1090,S06
T101447,P0002,C0086,2025-02-15,3,736,S10
T101448,P0016,C0203,2025-06-21,2,809,S01
T101449,P0006,C0298,2025-04-10,4,793,S10
T101450,P0020,C0191,2025-07-10,1,1310,S04
T101451,P0021,C0256,2025-02-27,1,1251,S10
T101452,P0044,C0477,2025-06-24,1,1062,S01
T101453,P0046,C0331,2025-02-20,2,882,S09
T101454,P0014,C0065,2025-01-12,4,956,S04
T101455,P0041,C0286,2025-06-19,3,266,S08
T101456,P0094,C0099,2025-06-25,1,1026,S07
T101457,P0046,C0371,2025-06-22,2,882,S05
T101458,P0006,C0249,2025-02-20,4,793,S09
T101459,P0038,C0278,2025-04-19,4,1234,S04
T101460,P0073,C0096,2025-03-30,5,1115,S06
T101461,P0042,C0375,2025-02-12,4,981,S05
T101462,P0077,C0469,2025-03-18,5,1210,S03
T101463,P0009,C0272,2025-05-12,2,915,S08
T101464,P0038,C0420,2025-01-27,3,1234,S09
T101465,P0047,C0233,2025-05-11,1,511,S09
T101466,P0049,C0376,2025-04-23,2,614,S01
T101467,P0080,C0439,2025-02-13,3,683,S10
T101468,P0031,C0165,2025-05-15,1,1090,S09
T101469,P0050,C0098,2025-06-21,5,1276,S08
T101470,P0099,C0283,2025-02-07,2,839,S10
T101471,P0037,C0166,2025-02-08,4,975,S06
T101472,P0015,C0050,2025-06-14,5,1074,S02
T101473,P0006,C0428,2025-06-19,2,793,S03
T101474,P0005,C0104,2025-03-26,1,711,S08
T101475,P0025,C0051,2025-03-10,1,1059,S10
T101476,P0083,C0429,2025-06-10,4,1127,S08
T101477,P0068,C0320,2025-03-20,5,992,S05
T101478,P0007,C0188,2025-06-26,2,563,S10
T101479,P0092,C0037,2025-06-10,1,1212,S04
T101480,P0084,C0252,2025-05-22,1,847,S08
T101481,P0082,C0032,2025-06-12,3,697,S09
T101482,P0096,C0481,2025-06-19,4,368,S06
T101483,P0091,C0030,2025-01-19,5,1045,S05
T101484,P0068,C0021,2025-03-28,1,992,S05
T101485,P0010,C0484,2025-06-07,2,846,S09
T101486,P0013,C0052,2025-02-14,2,963,S09
T101487,P0050,C0098,2025-06-22,2,1276,S09
T101488,P0085,C0128,2025-01-12,5,696,S03
T101489,P0072,C0384,2025-06-25,5,381,S07
T101490,P0096,C0055,2025-04-11,5,368,S06
T101491,P0087,C0235,2025-03-09,4,1149,S02
T101492,P0022,C0406,2025-05-05,2,882,S09
T101493,P0052,C0259,2025-07-07,3,879,S03
T101494,P0069,C0308,2025-02-24,4,984,S06
T101495,P0041,C0282,2025-06-05,3,266,S06
T101496,P0053,C0392,2025-07-07,4,982,S06
T101497,P0078,C0124,2025-04-20,5,896,S09
T101498,P0028,C0193,2025-03-19,5,1015,S05
T101499,P0047,C0493,2025-02-28,4,511,S08
T101500,P0051,C0001,2025-02-27,1,237,S05
T101501,P0077,C0009,2025-05-25,5,1210,S03
T101502,P0039,C0004,2025-02-27,3,996,S04
T101503,P0028,C0439,2025-02-28,3,1015,S01
T101504,P0099,C0421,2025-03-29,3,839,S09
T101505,P0066,C0285,2025-03-29,5,665,S10
T101506,P0020,C0049,2025-07-09,1,1310,S08
T101507,P0046,C0080,2025-03-28,2,882,S05
T101508,P0047,C0456,2025-05-06,5,511,S04
T101509,P0030,C0132,2025-01-25,3,500,S02
T101510,P0074,C0205,2025-03-09,5,1372,S04
T101511,P0094,C0040,2025-03-10,3,1026,S08
T101512,P0023,C0250,2025-07-04,5,322,S02
T101513,P0077,C0329,2025-04-13,3,1210,S01
T101514,P0094,C0414,2025-01-29,5,1026,S07
T101515,P0011,C0400,2025-06-10,1,1201,S06
T101516,P0045,C0451,2025-01-29,4,772,S07
T101517,P0016,C0446,2025-02-12,2,809,S10
T101518,P0002,C0325,2025-02-04,4,736,S01
T101519,P0040,C0269,2025-03-20,1,725,S06
T101520,P0070,C0290,2025-04-24,2,947,S06
T101521,P0065,C0358,2025-06-09,2,1005,S03
T101522,P0007,C0345,2025-01-18,4,563,S08
T101523,P0097,C0305,2025-01-27,5,938,S09
T101524,P0012,C0114,2025-04-25,4,623,S05
T101525,P0051,C0076,2025-04-12,2,237,S06
T101526,P0011,C0244,2025-05-16,5,1201,S01
T101527,P0071,C0205,2025-02-22,3,1040,S02
T101528,P0052,C0257,2025-05-14,4,879,S03
T101529,P0098,C0070,2025-01-22,4,782,S09
T101530,P0026,C0250,2025-03-22,4,1235,S10
T101531,P0026,C0288,2025-04-07,5,1235,S09
T101532,P0032,C0125,2025-04-26,1,302,S05
T101533,P0100,C0221,2025-05-11,3,1217,S10
T101534,P0012,C0058,2025-04-21,4,623,S07
T101535,P0047,C0179,2025-01-30,2,511,S06
T101536,P0045,C0305,2025-02-10,1,772,S05
T101537,P0022,C0180,2025-07-03,5,882,S08
T101538,P0080,C0075,2025-03-27,4,683,S01
T101539,P0030,C0103,2025-01-20,3,500,S03
T101540,P0097,C0373,2025-05-16,1,938,S02
T101541,P0095,C0028,2025-01-30,2,656,S10
T101542,P0019,C0445,2025-05-19,3,1281,S01
T101543,P0044,C0356,2025-01-18,1,1062,S05
T101544,P0058,C0242,2025-06-24,1,1052,S06
T101545,P0027,C0379,2025-04-18,5,778,S04
T101546,P0027,C0280,2025-05-21,5,778,S05
T101547,P0071,C0248,2025-01-15,5,1040,S03
T101548,P0089,C0358,2025-01-30,1,939,S07
T101549,P0075,C0464,2025-05-09,5,582,S01
T101550,P0033,C0088,2025-02-18,1,613,S05
T101551,P0026,C0405,2025-07-04,5,1235,S05
T101552,P0007,C0239,2025-02-12,1,563,S02
T101553,P0050,C0339,2025-06-07,3,1276,S06
T101554,P0014,C0010,2025-01-30,3,956,S07
T101555,P0030,C0195,2025-06-24,5,500,S02
T101556,P0041,C0249,2025-02-16,5,266,S09
T101557,P0012,C0096,2025-03-28,2,623,S09
T101558,P0059,C0288,2025-02-28,1,626,S01
T101559,P0032,C0473,2025-01-15,5,302,S05
T101560,P0043,C0251,2025-03-06,4,716,S03
T101561,P0003,C0178,2025-01-19,3,500,S06
T101562,P0081,C0155,2025-06-10,2,856,S09
T101563,P0036,C0416,2025-04-14,1,1051,S05
T101564,P0050,C0456,2025-04-05,1,1276,S09
T101565,P0036,C0116,2025-02-17,2,1051,S06
T101566,P0051,C0337,2025-04-21,2,237,S02
T101567,P0094,C0196,2025-05-21,5,1026,S10
T101568,P0081,C0352,2025-06-01,2,856,S07
T101569,P0031,C0294,2025-01-22,2,1090,S07
T101570,P0040,C0466,2025-02-07,5,725,S06
T101571,P0058,C0278,2025-03-07,2,1052,S04
T101572,P0084,C0071,2025-06-23,5,847,S09
T101573,P0088,C0410,2025-01-31,2,1144,S03
T101574,P0040,C0353,2025-04-26,5,725,S03
T101575,P0056,C0466,2025-04-17,2,474,S10
T101576,P0021,C0163,2025-04-16,1,1251,S09
T101577,P0069,C0486,2025-03-02,1,984,S03
T101578,P0041,C0430,2025-02-28,2,266,S01
T101579,P0098,C0164,2025-01-29,4,782,S07
T101580,P0039,C0227,2025-04-13,3,996,S03
T101581,P0100,C0097,2025-05-30,1,1217,S03
T101582,P0024,C0014,2025-05-06,5,572,S10
T101583,P0035,C0311,2025-06-20,5,349,S10
T101584,P0030,C0306,2025-02-13,2,500,S04
T101585,P0088,C0014,2025-02-03,3,1144,S02
T101586,P0089,C0400,2025-07-07,4,939,S03
T101587,P0065,C0434,2025-03-30,5,1005,S08
T101588,P0092,C0333,2025-07-07,3,1212,S03
T101589,P0050,C0252,2025-05-15,4,1276,S03
T101590,P0021,C0099,2025-02-20,2,1251,S01
T101591,P0053,C0392,2025-07-07,1,982,S05
T101592,P0053,C0114,2025-05-07,2,982,S04
T101593,P0009,C0091,2025-02-26,4,915,S10
T101594,P0063,C0353,2025-04-10,3,735,S08
T101595,P0032,C0219,2025-06-25,4,302,S01
T101596,P0078,C0377,2025-05-02,4,896,S06
T101597,P0051,C0314,2025-01-22,5,237,S10
T101598,P0069,C0269,2025-01-20,1,984,S09
T101599,P0014,C0232,2025-06-21,4,956,S01
T101600,P0032,C0266,2025-05-25,5,302,S07
T101601,P0095,C0021,2025-06-05,5,656,S07
T101602,P0067,C0392,2025-06-22,1,305,S04
T101603,P0038,C0226,2025-01-31,4,1234,S05
T101604,P0100,C0424,2025-04-08,3,1217,S08
T101605,P0022,C0217,2025-03-11,3,882,S10
T101606,P0007,C0354,2025-06-16,5,563,S03
T101607,P0060,C0425,2025-02-28,4,810,S02
T101608,P0093,C0257,2025-02-24,1,534,S03
T101609,P0100,C0300,2025-02-27,5,1217,S03
T101610,P0051,C0212,2025-02-23,3,237,S08
T101611,P0004,C0092,2025-01-30,4,1294,S10
T101612,P0092,C0459,2025-02-27,2,1212,S08
T101613,P0012,C0129,2025-04-21,3,623,S03
T101614,P0092,C0376,2025-03-07,1,1212,S02
T101615,P0015,C0362,2025-04-24,4,1074,S06
T101616,P0011,C0269,2025-04-17,4,1201,S09
T101617,P0079,C0487,2025-03-15,2,1241,S07
T101618,P0071,C0195,2025-01-14,1,1040,S03
T101619,P0043,C0290,2025-04-19,2,716,S03
T101620,P0019,C0092,2025-04-20,1,1281,S07
T101621,P0040,C0159,2025-02-04,4,725,S05
T101622,P0081,C0093,2025-05-01,1,856,S03
T101623,P0026,C0002,2025-03-15,5,1235,S05
T101624,P0002,C0235,2025-04-29,4,736,S08
T101625,P0070,C0414,2025-05-18,1,947,S10
T101626,P0064,C0122,2025-01-12,2,920,S10
T101627,P0085,C0244,2025-03-16,4,696,S07
T101628,P0057,C0041,2025-07-04,5,596,S10
T101629,P0001,C0126,2025-04-25,5,401,S05
T101630,P0080,C0322,2025-03-11,5,683,S04
T101631,P0007,C0095,2025-01-27,2,563,S01
T101632,P0084,C0179,2025-03-09,1,847,S03
T101633,P0005,C0342,2025-03-11,5,711,S10
T101634,P0039,C0170,2025-03-18,1,996,S01
T101635,P0014,C0214,2025-03-03,2,956,S03
T101636,P0087,C0146,2025-06-04,5,1149,S10
T101637,P0074,C0404,2025-07-03,5,1372,S03
T101638,P0059,C0384,2025-02-13,5,626,S06
T101639,P0005,C0048,2025-02-21,3,711,S06
T101640,P0048,C0460,2025-06-17,4,628,S02
T101641,P0098,C0219,2025-06-02,5,782,S02
T101642,P0038,C0242,2025-01-28,2,1234,S02
T101643,P0089,C0441,2025-04-25,3,939,S06
T101644,P0068,C0212,2025-04-20,5,992,S04
T101645,P0090,C0108,2025-06-25,5,1275,S01
T101646,P0014,C0293,2025-04-15,5,956,S02
T101647,P0062,C0371,2025-04-06,5,735,S05
T101648,P0055,C0312,2025-03-30,3,732,S05
T101649,P0068,C0295,2025-02-12,5,992,S06
T101650,P0017,C0315,2025-06-06,5,463,S08
T101651,P0067,C0374,2025-06-01,4,305,S08
T101652,P0024,C0453,2025-02-08,5,572,S04
T101653,P0091,C0149,2025-02-17,2,1045,S01
T101654,P0016,C0013,2025-06-20,4,809,S02
T101655,P0095,C0435,2025-03-04,2,656,S10
T101656,P0054,C0212,2025-07-08,1,1115,S06
T101657,P0045,C0287,2025-03-09,2,772,S01
T101658,P0082,C0104,2025-06-01,3,697,S05
T101659,P0009,C0158,2025-05-15,3,915,S09
T101660,P0071,C0166,2025-06-04,1,1040,S02
T101661,P0088,C0171,2025-02-23,3,1144,S07
T101662,P0093,C0292,2025-03-07,5,534,S01
T101663,P0023,C0100,2025-06-25,3,322,S06
T101664,P0087,C0246,2025-02-15,4,1149,S01
T101665,P0083,C0070,2025-06-28,4,1127,S03
T101666,P0081,C0236,2025-04-15,5,856,S06
T101667,P0060,C0402,2025-04-21,4,810,S01
T101668,P0067,C0154,2025-06-25,5,305,S06
